x,y,date,id
709579.5784462863,7946181.97448084,2010-08-20T20:45:00Z,AG268
709575.331148958,7946179.80717703,2010-08-20T21:00:00Z,AG268
709582.843350228,7946190.79519852,2010-08-20T21:15:00Z,AG268
709583.1610685871,7946219.57615963,2010-08-20T21:30:00Z,AG268
709587.836074525,7946260.48706364,2010-08-20T21:45:00Z,AG268
709589.0750916481,7946277.07980956,2010-08-20T22:00:00Z,AG268
709580.714868129,7946284.92176087,2010-08-20T22:15:00Z,AG268
709572.831164377,7946335.93514315,2010-08-20T22:30:00Z,AG268
709523.5803541961,7946561.218844949,2010-08-20T22:45:00Z,AG268
709523.3307379512,7946634.289811001,2010-08-20T23:00:00Z,AG268
709547.0525207839,7946774.62901707,2010-08-20T23:15:00Z,AG268
709558.7634602872,7946783.35654793,2010-08-20T23:30:00Z,AG268
709568.3384833738,7946789.89345433,2010-08-20T23:45:00Z,AG268
709569.5286007382,7946802.058357371,2010-08-21T00:00:00Z,AG268
709569.8461973469,7946830.83930103,2010-08-21T00:15:00Z,AG268
709598.199737376,7946912.451378901,2010-08-21T00:30:00Z,AG268
709607.085580068,7946952.20870734,2010-08-21T00:45:00Z,AG268
709603.9305239432,7946953.35062097,2010-08-21T01:00:00Z,AG268
709602.8991990051,7946955.57619106,2010-08-21T01:15:00Z,AG268
709606.0542555591,7946954.434277649,2010-08-21T01:30:00Z,AG268
709624.2464854929,7946976.37538495,2010-08-21T01:45:00Z,AG268
709635.2999467731,7947116.85436491,2010-08-21T02:00:00Z,AG268
709660.2301605769,7947175.25520338,2010-08-21T02:15:00Z,AG268
709672.9604981892,7947180.65015809,2010-08-21T02:30:00Z,AG268
709709.1988872769,7947211.24876301,2010-08-21T02:45:00Z,AG268
709712.3173204713,7947206.78595664,2010-08-21T03:00:00Z,AG268
709708.0209064711,7947200.19082183,2010-08-21T03:15:00Z,AG268
709720.6535042021,7947196.73006931,2010-08-21T03:30:00Z,AG268
709728.0805725559,7947199.96935196,2010-08-21T03:45:00Z,AG268
709755.6162102491,7947207.4149731,2010-08-21T04:00:00Z,AG268
709823.528030114,7947237.6636052,2010-08-21T04:15:00Z,AG268
709924.1936305949,7947269.76427539,2010-08-21T04:30:00Z,AG268
709938.827700675,7947256.31739649,2010-08-21T04:45:00Z,AG268
709954.725519124,7947261.6771702,2010-08-21T05:00:00Z,AG268
709962.1404261475,7947263.80940671,2010-08-21T05:15:00Z,AG268
709994.0829469315,7947287.81243801,2010-08-21T05:30:00Z,AG268
710045.2009443198,7947327.10276088,2010-08-21T05:45:00Z,AG268
710048.502925029,7947339.24431348,2010-08-21T06:00:00Z,AG268
710057.1572611979,7947357.969262789,2010-08-21T06:15:00Z,AG268
710055.1558566261,7947367.955262991,2010-08-21T06:30:00Z,AG268
710074.2578817691,7947376.6008102195,2010-08-21T06:45:00Z,AG268
710092.4632881659,7947399.64851504,2010-08-21T07:00:00Z,AG268
710107.3667075995,7947410.5546601005,2010-08-21T07:15:00Z,AG268
710228.6082852109,7947488.92439408,2010-08-21T07:30:00Z,AG268
710367.7994369415,7947567.09471898,2010-08-21T07:45:00Z,AG268
710591.8853295788,7947683.07185667,2010-08-21T08:00:00Z,AG268
710833.579035033,7947767.852447109,2010-08-21T08:15:00Z,AG268
710970.1852536688,7947898.08131434,2010-08-21T08:30:00Z,AG268
711078.800872823,7947979.90780296,2010-08-21T08:45:00Z,AG268
711195.2183381908,7948288.603185611,2010-08-21T09:00:00Z,AG268
711176.9511643425,7948355.23232508,2010-08-21T09:15:00Z,AG268
711179.0874509425,7948357.42279497,2010-08-21T09:30:00Z,AG268
711178.0439057848,7948358.54149216,2010-08-21T09:45:00Z,AG268
711178.0193075808,7948356.32756005,2010-08-21T10:00:00Z,AG268
711178.0439057848,7948358.54149216,2010-08-21T10:15:00Z,AG268
